LAT, LON, Covernum, Covername, City fraction, Vegetation fraction, Inland water fraction, sea fraction
52.0369, -9.51611, 13, temperate needleleaf evergreen, 0.0, 1.0, 0.0, 0.0
52.035, -9.51167, 8, temperate broadleaf deciduous, 0.0, 1.0, 0.0, 0.0
52.0336, -9.50667, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.0322, -9.50139, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.0311, -9.49556, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.0294, -9.49111, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.0267, -9.48833, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.0225, -9.48889, 8, temperate broadleaf deciduous, 0.0, 1.0, 0.0, 0.0
52.0217, -9.49056, 10, temperate broadleaf evergreen , 0.0, 1.0, 0.0, 0.0
52.0217, -9.49056, 10, temperate broadleaf evergreen , 0.0, 1.0, 0.0, 0.0
53.0633, -8.16444, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0611, -8.16833, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.06, -8.17389, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0586, -8.17917, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0569, -8.18389, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0558, -8.18944, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
53.0556, -8.19639, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
53.0542, -8.20167, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0519, -8.20556, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0503, -8.21028, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
53.05, -8.21722, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0483, -8.22194, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0483, -8.22472, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0472, -8.22861, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.045, -8.2325, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0431, -8.2375, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0411, -8.24139, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
53.0378, -8.24389, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
53.0347, -8.24639, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0317, -8.24861, 13, temperate needleleaf evergreen, 0.0, 1.0, 0.0, 0.0
53.0275, -8.25, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0228, -8.25028, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0186, -8.24972, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.015, -8.25139, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
53.0125, -8.25472, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0103, -8.25861, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
53.0086, -8.26306, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
53.0067, -8.26806, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
53.005, -8.27278, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
53.0039, -8.27806, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0022, -8.28278, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
53.0, -8.28667, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9975, -8.28472, 20, summer C3 crops, 0.0, 1.0, 0.0, 0.0
52.9953, -8.28111, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9914, -8.27944, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9883, -8.28194, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9847, -8.2825, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
52.9819, -8.27944, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
52.9792, -8.27667, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9767, -8.27278, 20, summer C3 crops, 0.0, 1.0, 0.0, 0.0
52.9744, -8.26917, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9714, -8.26639, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9692, -8.26278, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9658, -8.26222, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9622, -8.26472, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
52.9592, -8.26722, 13, temperate needleleaf evergreen, 0.0, 1.0, 0.0, 0.0
52.9558, -8.265, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
52.9522, -8.26528, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
52.95, -8.26917, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9478, -8.27306, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9453, -8.27667, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9411, -8.27611, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9383, -8.27306, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9358, -8.26944, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9336, -8.26583, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9311, -8.26222, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9289, -8.25861, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9269, -8.26306, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9272, -8.27083, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9264, -8.27694, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9242, -8.28111, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9225, -8.28556, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9217, -8.29167, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9206, -8.29722, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9189, -8.30167, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9153, -8.30333, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
52.9128, -8.29972, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
52.9103, -8.29611, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9081, -8.2925, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9061, -8.28806, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9033, -8.285, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8994, -8.28389, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8958, -8.28556, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8942, -8.29028, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8933, -8.29667, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8944, -8.3025, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8956, -8.30861, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8969, -8.31361, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8978, -8.32056, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8983, -8.32722, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8989, -8.33417, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
52.8994, -8.34083, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
52.9006, -8.34694, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
52.9008, -8.35444, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
52.9006, -8.36139, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9003, -8.36806, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8997, -8.375, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8981, -8.37972, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8956, -8.38278, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8919, -8.38472, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8886, -8.38722, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.885, -8.38583, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8817, -8.38389, 20, summer C3 crops, 0.0, 1.0, 0.0, 0.0
52.8775, -8.38333, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
52.875, -8.38639, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8728, -8.39028, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8706, -8.39417, 19, winter C3 crops, 0.0, 1.0, 0.0, 0.0
52.8678, -8.3975, 13, temperate needleleaf evergreen, 0.0, 1.0, 0.0, 0.0
52.8656, -8.40139, 13, temperate needleleaf evergreen, 0.0, 1.0, 0.0, 0.0
52.8631, -8.40444, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8603, -8.40778, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8572, -8.41028, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8539, -8.41278, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8508, -8.41528, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8478, -8.41778, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.845, -8.42083, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8419, -8.42333, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8383, -8.425, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8336, -8.42528, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.83, -8.42694, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8269, -8.42972, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8236, -8.43222, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8211, -8.43528, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8183, -8.43833, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8167, -8.44306, 32, LCZ9: sparsely built, 0.1, 0.9, 0.0, 0.0
52.8186, -8.44611, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8219, -8.44806, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.825, -8.45028, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8278, -8.45306, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8306, -8.45583, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8336, -8.45861, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8367, -8.46083, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.84, -8.46278, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8436, -8.46417, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8478, -8.46444, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8519, -8.46361, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.855, -8.46111, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8558, -8.455, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8567, -8.44889, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8589, -8.445, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8625, -8.44333, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8661, -8.44083, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8692, -8.43833, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8719, -8.43528, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.875, -8.43278, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8781, -8.43028, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8822, -8.42917, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8858, -8.4275, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.89, -8.42806, 13, temperate needleleaf evergreen, 0.0, 1.0, 0.0, 0.0
52.8928, -8.43083, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8939, -8.43694, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8942, -8.44444, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8942, -8.45222, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8939, -8.45889, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8942, -8.46639, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8947, -8.47333, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8958, -8.47917, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8978, -8.48361, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8992, -8.48889, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.8978, -8.49444, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.8989, -8.50028, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9031, -8.49917, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9053, -8.49528, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9069, -8.49056, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9072, -8.48389, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9072, -8.47639, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9094, -8.4725, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9111, -8.46778, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9128, -8.46306, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9144, -8.45833, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9167, -8.45444, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9189, -8.45028, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9206, -8.44583, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9225, -8.44111, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9236, -8.43583, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9244, -8.42972, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9256, -8.42417, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9269, -8.41889, 13, temperate needleleaf evergreen, 0.0, 1.0, 0.0, 0.0
52.9272, -8.41194, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9267, -8.40667, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9247, -8.40222, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9228, -8.39778, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9222, -8.39111, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9244, -8.38722, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9242, -8.38111, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9236, -8.37417, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9244, -8.36806, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9256, -8.36278, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9256, -8.35528, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9264, -8.34917, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9283, -8.34528, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9311, -8.34194, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9353, -8.34111, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9383, -8.33833, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9411, -8.33528, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9428, -8.33056, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9444, -8.32583, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9467, -8.32194, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9508, -8.32111, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.955, -8.32139, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9592, -8.32194, 10, temperate broadleaf evergreen , 0.0, 1.0, 0.0, 0.0
52.9633, -8.3225, 10, temperate broadleaf evergreen , 0.0, 1.0, 0.0, 0.0
52.9664, -8.32444, 13, temperate needleleaf evergreen, 0.0, 1.0, 0.0, 0.0
52.9683, -8.32917, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.97, -8.33417, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9719, -8.33861, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9742, -8.34222, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9769, -8.34528, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9797, -8.34806, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9831, -8.35, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9867, -8.35139, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
52.9906, -8.35278, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9942, -8.35389, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
52.9978, -8.35528, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0019, -8.35417, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0042, -8.35028, 13, temperate needleleaf evergreen, 0.0, 1.0, 0.0, 0.0
53.0036, -8.34361, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0028, -8.33667, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0022, -8.32972, 13, temperate needleleaf evergreen, 0.0, 1.0, 0.0, 0.0
53.0036, -8.32444, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0061, -8.32139, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.01, -8.32111, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0131, -8.32333, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0172, -8.32361, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0189, -8.31917, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0192, -8.31194, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0178, -8.30694, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0158, -8.3025, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0161, -8.29556, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0189, -8.29222, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0219, -8.28972, 8, temperate broadleaf deciduous, 0.0, 1.0, 0.0, 0.0
53.0247, -8.28667, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0269, -8.28278, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0308, -8.28167, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0342, -8.28222, 23, flooded grassland, 0.0, 1.0, 0.0, 0.0
53.0369, -8.285, 23, flooded grassland, 0.0, 1.0, 0.0, 0.0
53.0389, -8.28944, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0414, -8.29306, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0442, -8.29611, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0483, -8.29667, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0522, -8.29722, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0564, -8.29611, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0611, -8.29556, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0642, -8.29306, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0664, -8.28917, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0681, -8.28472, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0697, -8.27972, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0706, -8.27361, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0719, -8.26833, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0722, -8.26139, 13, temperate needleleaf evergreen, 0.0, 1.0, 0.0, 0.0
53.0706, -8.25639, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0683, -8.25278, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0667, -8.24722, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0686, -8.24278, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0703, -8.23806, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0719, -8.23333, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.07, -8.22861, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0694, -8.22194, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0703, -8.21722, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0739, -8.21556, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0783, -8.21528, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0806, -8.21139, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0806, -8.20528, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0789, -8.20028, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0761, -8.19722, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0728, -8.195, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0722, -8.18972, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.075, -8.18639, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0753, -8.17972, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0736, -8.17444, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0728, -8.16833, 2, Inland waters, 0.0, 0.0, 1.0, 0.0
53.0711, -8.16333, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0692, -8.15861, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0664, -8.15611, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0653, -8.16139, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0633, -8.16444, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.0633, -8.16444, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4839, -7.36083, 32, LCZ9: sparsely built, 0.1, 0.9, 0.0, 0.0
53.4806, -7.36333, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4775, -7.36583, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4744, -7.36833, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4714, -7.37111, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4678, -7.37278, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4639, -7.37333, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4628, -7.36722, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4589, -7.36833, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4567, -7.37222, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4544, -7.37639, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4528, -7.38111, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4511, -7.38583, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4494, -7.39056, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4478, -7.39556, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4461, -7.4, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
53.4439, -7.40417, 17, temperate grassland, 0.0, 1.0, 0.0, 0.0
